frame,ID,X,Y,Class,Color,Position
26,12,170,256,Player,red,Defense
26,0,1044,424,Ball,blue,Ball
27,1,1038,580,Player,red,Defense
27,2,530,580,Player,red,Defense
27,3,760,312,Player,red,Defense
27,4,1120,350,Player,red,Defense
27,5,565,245,Player,red,Defense
27,6,1086,220,Player,red,Defense
27,7,843,152,Player,red,Defense
27,8,422,147,Player,red,Defense
27,9,1208,196,Player,red,Defense
27,10,78,194,Player,red,Defense
27,11,166,360,Player,red,Defense
27,12,170,255,Player,red,Defense
27,0,1086,446,Ball,blue,Ball
28,1,1042,577,Player,red,Defense
28,2,529,581,Player,red,Defense
28,3,753,314,Player,red,Defense
28,4,1120,350,Player,red,Defense
28,5,565,246,Player,red,Defense
28,6,1086,220,Player,red,Defense
28,7,843,153,Player,red,Defense
28,8,422,147,Player,red,Defense
28,9,1208,196,Player,red,Defense
28,10,77,194,Player,red,Defense
28,11,166,360,Player,red,Defense
28,12,170,255,Player,red,Defense
28,0,1052,419,Ball,blue,Ball
29,1,1042,576,Player,red,Defense
29,2,528,581,Player,red,Defense
29,3,751,314,Player,red,Defense
29,4,1120,350,Player,red,Defense
29,5,566,247,Player,red,Defense
29,6,1086,220,Player,red,Defense
29,7,843,153,Player,red,Defense
29,8,422,147,Player,red,Defense
29,9,1208,196,Player,red,Defense
29,10,77,194,Player,red,Defense
29,11,166,360,Player,red,Defense
29,12,170,255,Player,red,Defense
29,0,1052,420,Ball,blue,Ball
30,1,1044,576,Player,red,Defense
30,2,528,581,Player,red,Defense
30,3,746,312,Player,red,Defense
30,4,1119,350,Player,red,Defense
30,5,564,247,Player,red,Defense
30,6,1086,220,Player,red,Defense
30,7,842,153,Player,red,Defense
30,8,422,147,Player,red,Defense
30,9,1208,197,Player,red,Defense
30,10,77,194,Player,red,Defense
30,11,166,360,Player,red,Defense
30,12,170,256,Player,red,Defense
30,0,1004,390,Ball,blue,Ball
31,1,1046,570,Player,red,Defense
31,2,527,580,Player,red,Defense
31,3,743,314,Player,red,Defense
31,4,1119,350,Player,red,Defense
31,5,564,246,Player,red,Defense
31,6,1085,220,Player,red,Defense
31,7,842,153,Player,red,Defense
31,8,422,147,Player,red,Defense
31,9,1208,197,Player,red,Defense
31,10,77,195,Player,red,Defense
31,11,167,360,Player,red,Defense
31,12,170,256,Player,red,Defense
32,1,1044,569,Player,red,Defense
32,2,526,580,Player,red,Defense
32,3,739,321,Player,red,Defense
32,4,1119,350,Player,red,Defense
32,5,562,246,Player,red,Defense
32,6,1086,220,Player,red,Defense
32,7,842,153,Player,red,Defense
32,8,421,147,Player,red,Defense
32,9,1208,197,Player,red,Defense
32,10,77,195,Player,red,Defense
32,11,167,360,Player,red,Defense
32,12,170,256,Player,red,Defense
32,0,930,342,Ball,blue,Ball
33,1,1048,569,Player,red,Defense
33,2,524,579,Player,red,Defense
33,3,734,328,Player,red,Defense
33,4,1118,350,Player,red,Defense
33,5,562,249,Player,red,Defense
33,6,1086,220,Player,red,Defense
33,7,842,152,Player,red,Defense
33,8,421,147,Player,red,Defense
33,9,1208,197,Player,red,Defense
33,10,77,195,Player,red,Defense
33,11,168,361,Player,red,Defense
33,12,170,256,Player,red,Defense
34,1,1052,570,Player,red,Defense
34,2,524,579,Player,red,Defense
34,3,730,329,Player,red,Defense
34,4,1118,350,Player,red,Defense
34,5,561,253,Player,red,Defense
34,6,1086,219,Player,red,Defense
34,7,842,152,Player,red,Defense
34,8,420,147,Player,red,Defense
34,9,1208,197,Player,red,Defense
34,10,76,195,Player,red,Defense
34,11,168,361,Player,red,Defense
34,12,170,256,Player,red,Defense
35,1,1054,570,Player,red,Defense
35,2,523,579,Player,red,Defense
35,3,728,330,Player,red,Defense
35,4,1118,349,Player,red,Defense
35,5,560,254,Player,red,Defense
35,6,1085,219,Player,red,Defense
35,7,842,152,Player,red,Defense
35,8,420,147,Player,red,Defense
35,9,1207,197,Player,red,Defense
35,10,76,195,Player,red,Defense
35,11,168,361,Player,red,Defense
35,12,170,256,Player,red,Defense
36,1,1058,568,Player,red,Defense
36,2,523,579,Player,red,Defense
36,3,727,335,Player,red,Defense
36,4,1118,349,Player,red,Defense
36,5,560,255,Player,red,Defense
36,6,1085,219,Player,red,Defense
36,7,842,152,Player,red,Defense
36,8,420,147,Player,red,Defense
36,9,1207,197,Player,red,Defense
36,10,76,195,Player,red,Defense
36,11,168,361,Player,red,Defense
36,12,170,256,Player,red,Defense
37,1,1063,566,Player,red,Defense
37,2,524,578,Player,red,Defense
37,3,726,337,Player,red,Defense
37,4,1118,348,Player,red,Defense
37,5,560,256,Player,red,Defense
37,6,1084,219,Player,red,Defense
37,7,842,152,Player,red,Defense
37,8,420,147,Player,red,Defense
37,9,1206,197,Player,red,Defense
37,10,76,195,Player,red,Defense
37,11,168,361,Player,red,Defense
37,12,170,256,Player,red,Defense
37,0,790,262,Ball,blue,Ball
38,1,1066,564,Player,red,Defense
38,2,524,579,Player,red,Defense
38,3,724,339,Player,red,Defense
38,4,1118,348,Player,red,Defense
